PERMCO,GVKEY,BOARD ID,Company,Ticker
15120,63952,1708241,INNOVATE CORP,VATE
15120,63952,2202435,INNOVATE CORP,VATE
59352,40414,3557211,INNOVATIVE EYEWEAR INC,LUCY
55816,28670,2574189,INNOVATIVE INDUSTRIAL PPTYS,IIPR
38432,135844,16112,INNOVATIVE SOLTNS & SUPP INC,ISSC
45728,160668,114747,INNOVIVA INC,INVA
21495,8987,84231,INNSUITES HOSPITALITY TR,IHT
54739,19274,2044550,INOGEN INC,INGN
15849,65905,4317,INOTIV INC,NOTV
55195,22708,2216562,INOVALON HOLDINGS INC,INOV.1
34949,66697,634683,INOVIO PHARMACEUTICALS INC,INO
57175,36769,3239291,INOZYME PHARMA INC,INZY
53557,185112,1672171,INPHI CORP,IPHI
54832,148396,2060478,INPIXON,INPX
6142,6021,16131,INRAD OPTICS INC,INRD
40996,141178,22588,INSEEGO CORP,INSG
13521,31453,16141,INSIGHT ENTERPRISES INC,NSIT
37726,136186,16157,INSMED INC,INSM
31890,64302,803,INSPERITY INC,NSP
57661,37362,3312174,INSPIRATO INC,ISPO
56363,33435,2812976,INSPIRE MEDICAL SYSTEM,INSP
55078,29666,2168649,INSPIRED ENTERTAINMENT,INSE
54750,19516,2044148,INSTALLED BLDG PRODUCTS INC,IBP
7518,4498,16168,INSTEEL INDUSTRIES,IIIN
58005,38386,3368800,INSTIL BIO INC,TIL
58522,39312,3425664,INSTRUCTURE HOLDINGS INC,INST
55472,26321,2362070,INSTRUCTURE INC,INST.1
52301,177227,862492,INSULET CORP,PODD
14309,179731,1949578,INSYS THERAPEUTICS INC,INSYQ
58466,39070,3415549,INTAPP INC,INTA
39150,140073,33535,INTEGER HOLDINGS CORP,ITGR
13943,61181,16204,INTEGRA LIFESCIENCES HOLDNGS,IART
58464,39069,3415355,INTEGRAL AD SCIENCE HOL CORP,IAS
15094,61880,750822,INTEGRATED BIOPHARMA INC,INBP
6867,6003,16217,INTEGRATED DEVICE TECH INC,IDTI
21932,11555,33763,INTEGRYS HOLDING INC,WEC3
2367,6008,16239,INTEL CORP,INTC
55568,27155,2452561,INTELLIA THERAPEUTICS INC,NTLA
36373,126020,16253,INTELLICHECK INC,IDN
57629,35422,3317877,INTELLIGENT BIO SOLUTION INC,INBS
59387,170756,3565140,INTELLINETICS INC,INLX
53250,183739,1588693,INTELLIPHARMACEUTICS INTL,IPCIF
9677,14309,16277,INTER PARFUMS INC,IPAR
52295,176701,1051740,INTERACTIVE BROKERS GROUP,IBKR
54224,14320,1895298,INTERCEPT PHARMA INC,ICPT
54612,186748,2004768,INTERCLOUD SYSTEMS INC,ICLD
48793,163610,815224,INTERCONTINENTAL EXCHANGE,ICE
5184,6100,16334,INTERDIGITAL INC,IDCC
5184,6100,1141059,INTERDIGITAL INC,IDCC
6257,6033,16335,INTERDYNE CO,ITDN
5925,6034,16341,INTERFACE INC,TILE
3091,7632,16352,INTERGROUP CORP,INTG
12178,28374,16365,INTERLINK ELECTRONICS,LINK
12178,28374,2447351,INTERLINK ELECTRONICS,LINK
12178,28374,3373208,INTERLINK ELECTRONICS,LINK
53933,187722,1735233,INTERMOLECULAR INC,IMI
17158,124358,16379,INTERNAP CORP,INAPQ
7846,12722,33118,INTERNATIONAL BALER CORP,IBAL
15652,65280,16547,INTERNATIONAL ISOTOPES INC,INIS
55849,33911,2606810,INTERNATIONAL MONEY EXPR INC,IMXI
55785,27706,2574107,INTERNATIONAL SEAWAYS INC,INSW
52694,107032,16186,INTERNATIONAL TOWER HILL MIN,THM
16119,110728,23993,INTERPACE BIOSCIENCES INC,IDXG
20997,6136,16427,INTERPUBLIC GROUP OF COS,IPG
54980,21006,2127521,INTERSECT ENT INC,XENT
45085,157862,563412,INTERSECTIONS INC,INTX
29438,24943,16455,INTERTAPE POLYMER GROUP INC,ITPOF
15529,64915,16476,INTEST CORP,INTT
14161,61587,16477,INTEVAC INC,IVAC
31854,22086,16495,INTL BANCSHARES CORP,IBOC
20990,6066,16506,INTL BUSINESS MACHINES CORP,IBM
20991,6078,16530,INTL FLAVORS & FRAGRANCES,IFF
20994,6104,16569,INTL PAPER CO,IP
27852,6116,16584,INTL SPEEDWAY CORP  -CL A,ISCA
54720,19412,2040065,INTRA-CELLULAR THERAPIES INC,ITCI
52993,179843,1066401,INTREPID POTASH INC,IPI
21594,9590,27535,INTRICON CORP,IIN
11537,25302,16624,INTRUSION INC,INTZ
11537,25302,3280875,INTRUSION INC,INTZ
12011,27928,16626,INTUIT INC,INTU
37727,136725,16627,INTUITIVE SURGICAL INC,ISRG
46418,23226,837418,INUVO INC,INUV
7029,6158,16695,INVACARE CORP,IVCRQ
58796,19855,3462028,INVENTRUST PROPERTIES CORP,IVT
30929,29804,2129,INVESCO LTD,IVZ
53168,180228,1552571,INVESCO MORTGAGE CAPITAL INC,IVR
54959,20628,2121173,INVESTAR HOLDING CORP,ISTR
54732,19752,2041819,INVESTCORP CRDT MNGMT BDC,ICMB
6496,30146,16885,INVESTMENT TECHNOLOGY GP INC,ITG
13045,30146,16885,INVESTMENT TECHNOLOGY GP INC,ITG
47880,164364,16898,INVESTORS BANCORP INC,ISBC
8778,14401,16897,INVESTORS TITLE CO,ITIC
55184,22867,2216604,INVITAE CORP,NVTA
55858,30004,2607907,INVITATION HOMES INC,INVH
55232,185826,2237701,INVIVO THERAPEUTICS HLDGS CO,NVIV
58622,39266,3433257,INVIVYD INC,IVVD
55312,23704,2295476,INVUITY INC,IVTY
10877,23810,16129,ION GEOPHYSICAL CORP,IOGPQ
10937,24040,17053,IONIS PHARMACEUTICALS INC,IONS
57538,39800,3298486,IONQ INC,IONQ
55197,180057,1203616,IOVANCE BIOTHERAPEUTICS INC,IOVA
55197,180057,2221568,IOVANCE BIOTHERAPEUTICS INC,IOVA
21004,6178,16938,IPALCO ENTERPRISES INC,AES4
44172,153728,420450,IPASS INC,IPAS
51555,175955,16949,IPG PHOTONICS CORP,IPGP
56272,33064,2770296,IPIC ENTERTAINMENT INC,IPIC
58296,37971,3392509,IPOWER INC,IPW
54401,17928,1951118,IQVIA HOLDINGS INC,IQV
54958,20945,2124876,IRADIMED CORP,IRMD
55752,28367,2545398,IRHYTHM TECHNOLOGIES INC,IRTC
14377,62168,17002,IRIDEX CORP,IRIX
52958,183640,1057035,IRIDIUM COMMUNICATIONS INC,IRDM
48773,164416,464072,IROBOT CORP,IRBT
14330,62374,17012,IRON MOUNTAIN INC,IRM
56942,39535,3106071,IRONNET INC,IRNTQ
53347,184256,1623243,IRONWOOD PHARMACEUTICALS INC,IRWD
11114,24475,7473,ISIGN SOLUTIONS INC,ISGN
14783,24475,7473,ISIGN SOLUTIONS INC,ISGN
58862,39307,3460932,ISOPLEXIS CORP,ISO
58469,37671,3408330,ISPECIMEN INC,ISPC
6291,6194,17077,ISRAMCO INC,ISRL.1
10181,183139,2052899,ISSUER DIRECT CORP,ISDR
22124,15142,17084,ISTAR INC,STAR
55534,35367,2419975,ISUN INC,ISUN
57176,36679,3239382,ITEOS THERAPEUTICS INC,ITOS
3333,8087,17126,ITERIS INC,ITI
12539,29133,17144,ITRON INC,ITRI
20964,5860,17153,ITT INC,ITT
59306,41293,3542818,IVANHOE ELECTRIC INC,IE
59266,178882,1147012,IVEDA SOLUTIONS INC,IVDA
59266,178882,3523450,IVEDA SOLUTIONS INC,IVDA
54561,18572,954015,IVERIC BIO INC,ISEE
54561,18572,1987479,IVERIC BIO INC,ISEE
55523,187357,2417881,IZEA WORLDWIDE INC,IZEA
7976,12825,17216,J & J SNACK FOODS CORP,JJSF
50841,116104,50377,J CREW GROUP INC,0190A
55874,30435,2629661,J JILL INC,JILL
4814,11538,2345888,J. ALEXANDER'S HOLDINGS INC,JAX
55401,11538,2345888,J. ALEXANDER'S HOLDINGS INC,JAX
54633,166746,2007290,J.G. WENTWORTH CO,JGWE
54633,166746,2475492,J.G. WENTWORTH CO,JGWE
12108,28195,17238,JABIL INC,JBL
25865,13092,17241,JACK IN THE BOX INC,JACK
58765,39561,3444238,JACKSON FINANCIAL INC,JXN
13685,31744,1809521,JACKSONVILLE BANCORP INC/MD,JXSB
21011,6216,17251,JACOBS SOLUTIONS INC,J
55840,29565,2605714,JAGGED PEAK ENERGY INC,JAG
55275,32316,2285420,JAGUAR HEALTH INC,JAGX
52525,28852,494137,JAGUAR MINING INC,JAGGF
14582,62745,17276,JAKKS PACIFIC INC,JAKK
46888,164255,933328,JAMBA INC,JMBA
47211,163924,792599,JAMES RIVER GROUP HLDGS LTD,JRVR
47211,163924,2176863,JAMES RIVER GROUP HLDGS LTD,JRVR
55149,163924,2176863,JAMES RIVER GROUP HLDGS LTD,JRVR
57142,36717,3238210,JAMF HOLDING CORP,JAMF
11186,24660,2365,JANONE INC,JAN
55929,259518,469272,JANUS HENDERSON GROUP PLC,JHG
58342,38961,3107107,JANUS INTERNATIONL GROUP INC,JBI
58470,38857,3405371,JANUX THERAPEUTICS INC,JANX
54511,18479,1971663,JASON INDUSTRIES INC,JASNQ
56936,39740,3114381,JASPER THERAPEUTICS INC,JSPR
57899,37841,3339668,JAWS MUSTANG ACQU CORP,JWSM
52377,177287,488479,JAZZ PHARMACEUTICALS PLC,JAZZ
55997,32154,2682267,JBG SMITH PPTYS,JBGS
54863,19744,2070096,JD.COM INC,JD
21097,6682,18739,JEFFERIES FINANCIAL GRP INC,JEF
6496,6239,17381,JEFFERIES GROUP LLC,LUK2
6496,6239,1937621,JEFFERIES GROUP LLC,LUK2
35031,6239,17381,JEFFERIES GROUP LLC,LUK2
16084,64784,17386,JEFFERSONVILLE BANCORP,JFBC
55841,27386,2605626,JELD-WEN HOLDING INC,JELD
56367,33476,2935573,JERASH HOLDINGS (US),JRSH
55206,23150,2231217,JERNIGAN CAPITAL INC,JCAP
42997,147305,82239,JETBLUE AIRWAYS CORP,JBLU
53778,186158,1701598,JETPAY CORP,JTPY
14525,25406,17426,JEWETT-CAMERON TRADING CO,JCTCF
57257,36945,3267648,JFROG LTD,FROG
52268,177255,931858,JMP GROUP LLC,JMP
58121,38081,3364674,JOANN INC,JOAN
57323,39405,3267883,JOBY AVIATION INC,JOBY
53050,180466,1100196,JOHN BEAN TECHNOLOGIES,JBT
59268,186890,3528050,JOHN MARSHALL BANCORP INC,JMSB
21018,6266,17478,JOHNSON & JOHNSON,JNJ
21019,6268,31555,JOHNSON CONTROLS INTL PLC,JCI
21791,6268,31555,JOHNSON CONTROLS INTL PLC,JCI
9576,13906,17483,JOHNSON OUTDOORS INC  -CL A,JOUT
55114,22082,2165724,JOINT CORP (THE),JYNT
54462,18109,1967539,JONES ENERGY INC,JONEQ
32039,65108,44349,JONES LANG LASALLE INC,JLL
48774,108693,812116,JONES SODA CO,JSDA
48774,108693,3510234,JONES SODA CO,JSDA
55852,29684,2605625,JOUNCE THERAPEUTICS INC,JNCE
58935,39941,3474726,JOURNEY MEDICAL CORPO,DERM
20436,2968,17528,JPMORGAN CHASE & CO,JPM
56930,35783,3107107,JUNIPER INDUSTRIAL HLD,JIH
16614,121718,17580,JUNIPER NETWORKS INC,JNPR
9879,14597,7355,JUNIPER PHARMACEUTICALS INC,JNP
55150,22230,2179488,JUNO THERAPEUTICS INC,JUNO
53971,143403,1693338,JUST ENERGY GROUP INC,JENGQ
54864,20003,2066595,K2M GROUP HOLDINGS INC,KTWO
29710,25922,17640,KADANT INC,KAI
55608,27476,2497162,KADMON HOLDINGS INC,KDMN
23285,24293,82544,KAISER ALUMINUM CORP,KALU
58578,164146,3429651,KAIVAL BRANDS INNV GROUP INC,KAVL
56008,32018,2682938,KALA BIO INC,KALA
56653,34640,3002006,KALEIDO BIOSCIENCES INC,KLDO
58579,38491,3425515,KALTURA INC,KLTR
55225,29251,2237166,KALVISTA PHARMACEUTICALS,KALV
2488,6326,17666,KAMAN CORP,KAMN
2502,6333,17687,KANSAS CITY LIFE INS CO,KCLI
21033,6335,17690,KANSAS CITY SOUTHERN,KSU
52296,164680,917710,KAPSTONE PAPER & PACKAGING,KS
58209,35674,3382588,KARAT PACKAGING INC,KRT
55790,183524,2565584,KARTOON STUDIOS INC,TOON
56794,35290,3049858,KARUNA THERPEUTICS INC,KRTX
54655,18930,2006211,KARYOPHARM THERAPEUTICS INC,KPTI
8431,12421,31124,KASPIEN HOLDINGS INC,KSPN
56945,38978,3102380,KATAPULT HOLDINGS INC,KPLT
51188,175575,874866,KAYNE ANDERSON ENERGY DEV CO,KED
21037,12689,17745,KB HOME,KBH
51426,174310,660699,KBR INC,KBR
46281,161853,731321,KEARNY FINANCIAL CORP,KRNY
21041,6375,17777,KELLANOVA,K
2519,6379,17781,KELLY SERVICES INC  -CL A,KELYA
55053,107130,1221513,KELSO TECHNOLOGIES INC,KIQ
11757,25848,17784,KEMET CORP,KEM.2
11757,25848,1650173,KEMET CORP,KEM.2
10563,21503,31835,KEMPER CORP/DE,KMPR
21045,6386,17800,KENNAMETAL INC,KMT
11657,25632,1022681,KENNEDY-WILSON HOLDINGS INC,KW
52845,25632,1022681,KENNEDY-WILSON HOLDINGS INC,KW
46443,163069,731589,KENTUCKY FIRST FEDERAL BNCRP,KFFB
37943,138126,17836,KERYX BIOPHARMACEUTICALS INC,KERX
12415,28877,731228,KEURIG DR PEPPER INC,KDP
12415,28877,1057037,KEURIG DR PEPPER INC,KDP
56438,28877,1057037,KEURIG DR PEPPER INC,KDP
2527,6410,17848,KEWAUNEE SCIENTIFIC CORP,KEQU
5036,11644,17854,KEY ENERGY SERVICES INC,KEGX
12304,28641,17857,KEY TECHNOLOGY INC,KTEC.1
6093,6416,17858,KEY TRONIC CORP,KTCC
2535,9783,17862,KEYCORP,KEY
4183,9783,17862,KEYCORP,KEY
55033,20232,2163313,KEYSIGHT TECHNOLOGIES INC,KEYS
53540,185119,1665220,KEYW HOLDING CORP,KEYW
56413,33631,2829870,KEZAR LIFE SCIENCES,KZR
13938,61179,17879,KFORCE INC,KFRC
58974,39838,3474078,KIDPIK CORP,PIK
31899,64306,17908,KILROY REALTY CORP,KRC
55035,20692,2162629,KIMBALL ELECTRONICS INC,KE
2498,6433,17910,KIMBALL INTERNATIONAL  -CL B,KBAL
55859,29760,2610276,KIMBELL ROYALTY PARTNERS LP,KRP
21055,6435,17913,KIMBERLY-CLARK CORP,KMB
29335,24731,17915,KIMCO REALTY CORP,KIM
54680,19143,2022947,KINDRED BIOSCIENCES INC,KIN
10302,17239,17925,KINDRED HEALTHCARE INC,KND
34766,17239,17925,KINDRED HEALTHCARE INC,KND
42390,17239,17925,KINDRED HEALTHCARE INC,KND
55526,37588,2407597,KINETA INC,KA
37508,184070,1014612,KINGOLD JEWELRY INC,KGJI
1610,4485,8822,KINGSTONE COS INC,KINS
41860,61743,550894,KINGSWAY FINANCIAL SVCS INC,KFS
57585,37486,3306764,KINNATE BIOPHARMA INC,KNTE
26227,8644,17958,KINROSS GOLD CORP,KGC
55617,27652,2497838,KINSALE CAPITAL GROUP INC,KNSL
55615,17175,2517759,KINTARA THERAPEUTICS INC,KTRA
55355,21282,941385,KIORA PHARMACEUTICALS INC,KPRX
55355,21282,2316952,KIORA PHARMACEUTICALS INC,KPRX
21057,6461,17965,KIRBY CORP,KEX
56034,105661,2037218,KIRKLAND LAKE GOLD LTD,KL
43328,148391,550886,KIRKLAND'S INC,KIRK
57446,36465,3283883,KIROMIC BIOPHARMA INC,KRBP
45471,266315,607215,KITE REALTY GROUP TRUST,KRG
53463,179741,1652845,KKR & CO INC,KKR
58034,38000,3368512,KKR ACQ HOLD I CORP,KAHC
55927,31251,2653804,KKR REAL ESTATE FIN TR INC,KREF
2551,6304,17984,KLA CORP,KLAC
55427,107154,1225689,KLONDEX MINES LTD,KLDX
56485,34055,2915558,KLX ENERGY SERVS HLDNG,KLXE
55128,22343,2178410,KLX INC,KLXI
15505,64848,18018,KMG CHEMICALS INC,KMG
59135,40672,3501466,KNIGHTSCOPE INC,KSCP
13394,30861,18025,KNIGHT-SWIFT TRPTN HLDGS INC,KNX
13394,30861,1677470,KNIGHT-SWIFT TRPTN HLDGS INC,KNX
53620,30861,1677470,KNIGHT-SWIFT TRPTN HLDGS INC,KNX
31979,64745,18028,KNOLL INC,KNL
59388,166430,3566045,KNOW LABS INC,KNW
58172,38447,3385670,KNOWBE4 INC,KNBE
54752,19518,2050850,KNOWLES CORP,KN
56563,34118,2923820,KODIAK SCIENCES INC,KOD
29494,25283,18060,KOHL'S CORP,KSS
47212,164290,796413,KONA GRILL INC,KONA
56720,35035,3036188,KONTOOR BRANDS INC,KTB
11469,25166,18116,KOPIN CORP,KOPN
50314,163113,828460,KOPPERS HOLDINGS INC,KOP
58797,39804,3286935,KORE GROUP HOLDINGS INC,KORE
2572,118267,18139,KORN FERRY,KFY
9128,13239,3096143,KORU MEDICAL SYSTEMS INC,KRMD
53769,186276,1701793,KOSMOS ENERGY LTD,KOS
2573,6497,18151,KOSS CORP,KOSS
20900,5568,14582,KRAFT HEINZ CO,KHC
20900,5568,2302079,KRAFT HEINZ CO,KHC
55296,5568,2302079,KRAFT HEINZ CO,KHC
53301,166230,1613793,KRATON CORP,KRA
17314,126056,33597,KRATOS DEFENSE & SECURITY,KTOS
37166,133767,18193,KRISPY KREME INC,DNUT
58499,133767,3416403,KRISPY KREME INC,DNUT
21068,6502,18195,KROGER CO,KR
57367,37102,3279294,KRONOS BIO INC,KRON
44712,157354,500266,KRONOS WORLDWIDE INC,KRO
56062,32348,2705668,KRYSTAL BIOTECH INC,KRYS
12739,29513,17624,KS BANCORP INC,KSBI
57245,36735,3247858,KUBIENT INC,KBNT
2552,6509,18229,KULICKE & SOFFA INDUSTRIES,KLIC
58343,33557,3402609,KULR TECHNOLOGY GROUP,KULR
55484,26081,2359530,KURA ONCOLOGY INC,KURA
56863,35423,3064300,KURA SUSHI USA INC,KRUS
14494,62549,18260,KVH INDUSTRIES INC,KVHI
13438,21879,18264,KWG RESOURCES INC,KWGBF
57201,36819,2685633,KYMERA THERAPEUTIC INC,KYMR
58784,39963,3472308,KYNDRYL HOLDINGS INC,KD
34746,110685,18284,L3 TECHNOLOGIES INC,LLL.1
20883,5492,14355,L3HARRIS TECHNOLOGIES INC,LHX
13125,30281,18308,LA JOLLA PHARMACEUTICAL CO,LJPC
13125,30281,2039703,LA JOLLA PHARMACEUTICAL CO,LJPC
9848,14960,18319,LABORATORY CP OF AMER HLDGS,LH
54753,19440,2041835,LADDER CAPITAL CORP,LADR
37134,65717,18347,LADENBURG THALMANN FINL SERV,LTS
8721,13184,8557,LADRX CORP,LADX
57304,36989,3270814,LAIRD SUPERFOOD INC,LSF
50594,166197,1010753,LAKE SHORE BANCORP INC,LSBK
18304,109621,18378,LAKELAND BANCORP INC,LBAI
15657,18732,18379,LAKELAND FINANCIAL CORP,LKFN
8549,12597,18380,LAKELAND INDUSTRIES INC,LAKE
7013,6565,18384,LAM RESEARCH CORP,LRCX
14873,63422,18385,LAMAR ADVERTISING CO  -CL A,LAMR
55778,28790,2558653,LAMB WESTON HOLDINGS INC,LW
2600,6573,18410,LANCASTER COLONY CORP,LANC
56745,35122,3029951,LANDCADIA HOLDINGS II INC,LCA.3
55565,27241,2463863,LANDCADIA HOLDINGS INC,LCA.2
12951,29946,18424,LANDMARK BANCORP INC/KS,LARK
55115,22124,2166861,LANDMARK INFRAST PRTNS LP,LMRK
57951,37924,3341230,LANDOS BIOPHARMA INC,LABP
54786,19581,2061364,LANDS' END INC,LE
56414,37713,2829343,LANDSEA HOMES CORP,LSEA
28858,21440,18435,LANDSTAR SYSTEM INC,LSTR
43014,22632,18445,LANNETT CO INC,LCINQ
55313,21004,2300005,LANTHEUS HOLDINGS INC,LNTH
38439,138467,18449,LANTRONIX INC,LTRX
58210,106003,942661,LARGO INC,LGO
54904,36536,2077814,LARIMAR THERAPEUTICS INC,LRMR
46024,161844,603630,LAS VEGAS SANDS CORP,LVS
34722,109926,18471,LASALLE HOTEL PROPERTIES,LHO
59399,40645,3569897,LASER PHOTONICS CORP,LASE
57581,38953,3297630,LATCH INC,LTCH
58175,38576,3386164,LATHAM GROUP INC,SWIM
10359,16597,18515,LATTICE SEMICONDUCTOR CORP,LSCC
12654,26305,29771,LAUREATE EDUCATION INC,LAUR
12654,26305,2607689,LAUREATE EDUCATION INC,LAUR
11677,25680,18539,LAYNE CHRISTENSEN CO,LAYN
2615,6543,18544,LA-Z-BOY INC,LZB
55476,26218,2648025,LAZYDAYS HOLDINGS INC,LAZY
56300,26218,2648025,LAZYDAYS HOLDINGS INC,LAZY
7557,11796,9618,LCI INDUSTRIES,LCII
53883,66210,1722364,LCNB CORP,LCNB
53649,185703,1684312,LEAF GROUP LTD,LEAF
56950,35761,3104297,LEAFLY HOLDINGS INC,LFLY
55835,29914,2603853,LEAP THERAPEUTICS INC,LPTX
30388,16477,18591,LEAR CORP,LEA
30388,16477,1603228,LEAR CORP,LEA
14191,61662,18599,LEARNING TREE INTL INC,LTRE
21090,6639,18625,LEE ENTERPRISES INC,LEE
56610,33733,2963426,LEGACY HOUSING CORP,LEGH
51657,166436,1042965,LEGACY RESERVES INC,LGCYQ
51319,174313,872265,LEGACY TEX FINANCIAL GRP INC,LTXB
58474,39225,3415258,LEGALZOOM.COM INC,LZ
21092,6653,18646,LEGG MASON INC,LM
2636,6649,18648,LEGGETT & PLATT INC,LEG
51338,165123,660090,LEIDOS HOLDINGS INC,LDOS
51311,174390,892217,LEMAITRE VASCULAR INC,LMAT
55129,19647,2176262,LENDINGCLUB CORP,LC
53077,180423,1103859,LENDINGTREE INC,TREE
10993,24204,16147,LENDWAY INC,LDWY
21095,6669,18703,LENNAR CORP,LEN
35177,122380,18705,LENNOX INTERNATIONAL INC,LII
57326,36929,3276243,LENSAR INC,LNSR
59441,38477,25654,LEONARDO DRS INC,DRS
57416,37284,3291017,LESLIE'S INC,LESL
56340,33272,2808274,LEVEL ONE BANCORP INC,LEVL
25260,16476,109807,LEVI STRAUSS & CO,LEVI
25260,16476,3012387,LEVI STRAUSS & CO,LEVI
37167,133868,18767,LEXICON PHARMACEUTICALS INC,LXRX
54657,18629,2006809,LGI HOMES INC,LGIH
21125,6848,19311,LGL GROUP INC,LGL
46857,162404,745486,LHC GROUP INC,LHCG
58956,39813,3470929,LIANBIO -ADS,LIAN
29883,28462,18794,LIBBEY INC,LBYYQ
29883,28462,1650219,LIBBEY INC,LBYYQ
50975,174470,18804,LIBERTY BANCORP INC,LBCP
55037,21227,2163871,LIBERTY BROADBAND CORP,LBRDK
56210,30284,2761505,LIBERTY ENERGY INC,LBRT
55773,27054,2558527,LIBERTY EXPEDIA HOLDINGS INC,LEXEA
54311,27187,1924862,LIBERTY MEDIA FORMULA ONE,FWONK
54311,17010,1924862,LIBERTY MEDIA SIRIUSXM GROUP,LSXMK
30429,30354,18819,LIBERTY PROPERTY TRUST,LPT
54995,20699,2141759,LIBERTY TRIPADVISOR HOLDINGS,LTRPA
58628,39406,3271692,LI-CYCLE HOLDINGS CORP,LICY
30909,60914,28713,LIFE STORAGE INC,LSI
58775,39648,3460241,LIFE TIME GRP HOLD INC,LTH
14374,62169,18421,LIFECORE BIOMEDL INC,LFCR
57620,25472,3311483,LIFEMD INC,LFMD
16517,120297,18856,LIFEPOINT HEALTH INC,LPNT
57053,36205,3302147,LIFESCI ACQUISITION CORP,LSAC.1
58316,38834,3404654,LIFESTAN HLTH GRP INC,LFST
10959,24099,18861,LIFETIME BRANDS INC,LCUT
54194,25027,1888148,LIFEVANTAGE CORP,LFVN
10059,15087,18862,LIFEWAY FOODS INC,LWAY
11806,25937,18868,LIGAND PHARMACEUTICAL INC,LGND
7195,10991,27312,LIGHT & WONDER INC,LNW
53251,140982,1585994,LIGHTBRIDGE CORP,LTBR
57077,34459,3193642,LIGHTNING EMOTORS INC,ZEVY
14385,62217,18876,LIGHTPATH TECHNOLOGIES INC,LPTH
58734,106233,3443629,LIGHTWAVE LOGIC INC,LWLG
53936,186061,1731572,LILIS ENERGY INC,LLEXQ
53936,186061,2632631,LILIS ENERGY INC,LLEXQ
21102,6730,18888,LILLY (ELI) & CO,LLY
54976,20517,2124838,LIMBACH HOLDINGS INC,LMB
54976,20517,2562581,LIMBACH HOLDINGS INC,LMB
51209,174301,752132,LIMESTONE BANCORP INC,LMST
53423,29962,1648806,LIMONEIRA CO,LMNR
46858,163668,806647,LINCOLN EDUCATIONAL SERVICES,LINC
27454,6737,18901,LINCOLN ELECTRIC HLDGS INC,LECO
21105,6742,18908,LINCOLN NATIONAL CORP,LNC
54407,24351,1951360,LINDBLAD EXPEDITIONS HLDGS,LIND
29540,25124,24905,LINDE PLC,LIN
56540,25124,2938617,LINDE PLC,LIN
9971,14954,18922,LINDSAY CORP,LNN
11383,24996,4419,LINEAGE CELL THERAPEUTICS IN,LCTX
11383,24996,1601866,LINEAGE CELL THERAPEUTICS IN,LCTX
59400,36220,3565407,LINKBANCORP INC -OLD,LNKB.1
50200,164109,792516,LINN ENERGY INC,LNGG.1
52980,107965,636008,LION COPPER AND GOLD CORP,LCGMF
34913,28378,18962,LIONS GATE ENTERTAINMENT CP,LGF.A
59461,41448,3596138,LIPELLA PHARMACEUTICALS INC,LIPO
54787,18424,2063103,LIPOCINE INC,LPCN
56457,33810,2889378,LIQUIDIA CORP,LQDA
50297,166213,790544,LIQUIDITY SERVICES INC,LQDT
43144,146117,1193252,LIQUIDMETAL TECHNOLOGIES,LQMT
1783,4632,887375,LISATA THERAPEUTICS INC,LSTA
15243,64175,18989,LITHIA MOTORS INC  -CL A,LAD
11709,25747,18993,LITTELFUSE INC,LFUS
11952,27810,8505,LIVANOVA PLC,LIVN
55450,27810,2353095,LIVANOVA PLC,LIVN
50016,165746,814633,LIVE NATION ENTERTAINMENT,LYV
55361,20299,2310671,LIVE OAK BANCSHARES INC,LOB
52950,66261,34009,LIVE VENTURES INC,LIVE
56537,34048,2927431,LIVENT CORP,LTHM
56273,187122,2782404,LIVEONE INC,LVO
37168,133869,19006,LIVEPERSON INC,LPSN
6702,2536,736,LIVERAMP HOLDINGS INC,RAMP
56675,39053,3007863,LIVEVOX HOLDING INC,LVOX
57397,36979,3275763,LIVEWIRE GROUP INC,LVWR
59389,36979,3275763,LIVEWIRE GROUP INC,LVWR
56805,35394,3061482,LIVONGO HEALTH INC,LVGO
57569,178291,3303085,LIXTE BIOTECHNOLOGY HOLDINGS,LIXT
9915,15129,19019,LKA GOLD INC,LKAI
44497,155394,463860,LKQ CORP,LKQ
52839,178806,34146,LL FLOORING HOLDINGS INC,LL
55460,24901,2356121,LM FUNDING AMERICA INC,LMFA
56975,35358,3123307,LMP AUTOMOTIVE HOLDINGS INC,LMPX
57865,26297,3346145,LOANDEPOT INC,LDI
57900,37856,3384599,LOCAL BOUNTI CORP,LOCL
21110,6774,19048,LOCKHEED MARTIN CORP,LMT
21111,6781,19065,LOEWS CORP,L
54552,18779,1988103,LOGAN RIDGE FINANCE CORP,LRFC
56564,34266,2932288,LOGICBIO THERAPEUTICS INC,LOGC
55028,18490,2145370,LOGICMARK INC,LGMK
15412,102696,19084,LOGITECH INTERNATIONAL SA,LOGI
53185,179666,1025581,LOGMEIN INC,LOGM
53712,148631,1546798,LONCOR GOLD INC,LONCF
55618,247371,1002402,LONESTAR RESOURCES US INC,LONE
55619,24175,2497837,LONG BLOCKCHAIN CORP,LBCC
58127,38284,3364499,LONGBOARD PHARMA INC,LBPH
57953,37807,3346366,LONGEVERON INC,LGVN
56177,32824,2757022,LONGFIN CORP,LFIN
56157,25332,2731852,LOOP INDUSTRIES INC,LOOP
59390,39874,3567741,LOOP MEDIA INC,LPTV
31623,62640,19157,LORAL SPACE & COMMUNICATIONS,LORL
50000,62640,19157,LORAL SPACE & COMMUNICATIONS,LORL
