permco,gvkey,boardid,company,ticker,ggroup,gsector,sic,state
56457,33810,2889378,LIQUIDIA CORP,LQDA,3520,35,2836,NC
56509,33824,2921268,CATHETER PRECISION INC,VTAK,3510,35,3845,NJ
56482,33855,2898644,ARIDIS PHARMACEUTICALS,ARDS,3520,35,2836,CA
56461,33861,2889484,PDD HOLDINGS INC,PDD,2550,25,7370,
55849,33911,2606810,INTERNATIONAL MONEY EXPR INC,IMXI,4510,45,6099,FL
56500,33951,2922730,FRONTDOOR INC,FTDR,2530,25,1520,TN
56498,33955,2918725,ELANCO ANIMAL HLTH INC,ELAN,3520,35,2834,IN
9014,33962,20374,MESA AIR GROUP,MESA,2030,20,4512,AZ
9014,33962,2896707,MESA AIR GROUP,MESA,2030,20,4512,AZ
56522,33996,2911510,GORES HOLDINGS III INC,GRSH,,,9995,CA
56588,33997,2943565,ETON PHARMACEUTICALS,ETON,3520,35,2836,IL
56487,33999,2936606,AMERANT BANCORP INC,AMTB,4010,40,6020,FL
9465,34010,7606,COMSTOCK RESOURCES INC,CRK,1010,10,1311,TX
56526,34015,2913680,PRINCIPIA BIOPHARMA,PRNB,3520,35,2836,CA
56520,34016,2920509,ENTASIS THRPTCS HLDNG,ETTX,3520,35,2836,MA
59258,34025,3528578,BELITE BIO INC -ADR,BLTE,3520,35,2836,CA
56042,34030,2689596,HF FOODS GROUP INC,HFFG,3010,30,5140,CA
56011,34034,2685897,SITIO ROYALTIES CORP,STR,1010,10,1311,CO
56537,34048,2927431,LIVENT CORP,LTHM,1510,15,2810,PA
56539,34053,2936258,RESIDEO TECHNOLOGIES,REZI,2010,20,5065,TX
56485,34055,2915558,KLX ENERGY SERVS HLDNG,KLXE,1010,10,1389,TX
56528,34065,2921814,SUTRO BIOPHARMA INC,STRO,3520,35,2836,CA
56499,34076,2917957,EVENTBRITE INC,EB,5020,50,7370,CA
56514,34077,2921110,ARVINAS INC,ARVN,3520,35,2836,CT
56651,34078,2989739,INMUNE BIO INC,INMB,3520,35,2836,FL
56523,34082,2921758,GRITSTONE BIO INC,GRTS,3520,35,2836,CA
56502,34099,3314489,CHURCHILL CAPITAL CORP,CCC.4,,,9995,NY
56533,34101,2923206,UPWORK INC,UPWK,2020,20,7370,CA
56534,34102,2923866,GUARDANT HEALTH INC,GH,3510,35,2835,CA
56563,34118,2923820,KODIAK SCIENCES INC,KOD,3520,35,2836,CA
56516,34132,2917470,BANK7 CORP,BSVN,4010,40,6020,OK
56532,34135,2917996,Y MABS THERAPEUTICS INC,YMAB,3520,35,2836,NY
56511,34140,2920393,MOMENTIVE GLOBAL INC,MNTV,4510,45,7370,CA
56568,34160,2931466,RVL PHARMACEUTICALS PLC,RVLPQ,3520,35,2834,NJ
56536,34161,2927408,ALLOGENE THERAPEUTICS,ALLO,3520,35,2836,CA
56650,34163,2996744,IMAC HOLDINGS INC,BACK,3510,35,8093,TN
56561,34164,2928019,EQUILLIUM INC,EQ,3520,35,2836,CA
56518,34189,2920566,CAPITAL BANCORP INC,CBNK,4010,40,6020,MD
56571,34193,2930290,SI-BONE INC,SIBN,3510,35,3842,CA
56569,34194,2931620,PHASEBIO PHARMACEUTIC,PHASQ,3520,35,2836,PA
56706,34221,3018040,NGM BIOPHARMACEUTICAL INC,NGM,3520,35,2836,CA
56573,34241,2937637,TWIST BIOSCIENCE CORP,TWST,3520,35,2836,CA
56535,34243,2924705,ELASTIC NV,ESTC,4510,45,7372,CA
56553,34259,2925944,UTZ BRANDS INC,UTZ,3020,30,2090,PA
58444,34263,3415681,PROKIDNEY CORP,PROK,3520,35,2836,NC
56564,34266,2932288,LOGICBIO THERAPEUTICS INC,LOGC,3520,35,2834,MA
56562,34287,2936369,GAMIDA CELL LTD,GMDA,3520,35,2836,
56609,34291,2963893,FEDERAL LIFE GROUP IN,FLFG,4030,40,6311,IL
56580,34296,2941948,ROAN RESOURCES INC,ROAN,1010,10,1311,OK
55850,34300,2648061,VERRA MOBILITY CORP,VRRM,4510,45,7374,AZ
57674,34326,3337611,QUALTRICS INTERNATIONAL INC,XM,4510,45,7370,UT
56581,34327,2944433,VAPOTHERM INC,VAPO,3510,35,3845,NH
56802,34330,3058322,ASSETMARK FIN HOLDINGS INC,AMK,4020,40,7370,CA
56630,34338,2979820,RHINEBECK BANCORP INC,RBKB,4010,40,6036,NY
56556,34342,2937825,AXONICS INC,AXNX,3510,35,3845,CA
56585,34382,2940232,AVALON GLOBOCARE CORP,ALBT,6010,60,6512,NJ
56611,34410,2959246,MODERNA INC,MRNA,3520,35,2836,MA
56576,34415,2945173,BAIN CAP SPECIALTY FIN INC,BCSF,4020,40,6797,MA
56590,34420,2953918,MEDALIST DIVRSFD REIT,MDRR,6010,60,6798,VA
56616,34429,2959363,SYNTHORX INC,THOR,3520,35,2836,CA
56668,34443,3016790,DOW INC,DOW,1510,15,2821,MI
56932,34446,3105760,SILVERGATE CAPITAL CORP,SICP,4010,40,6020,CA
56715,34447,3027499,BEYOND MEAT INC,BYND,3020,30,2030,CA
57077,34459,3193642,LIGHTNING EMOTORS INC,ZEVY,2010,20,3711,CO
56768,34467,3041277,REVOLVE GROUP INC,RVLV,2550,25,5961,CA
56574,34469,2957198,AGEX THERAPEUTICS,AGE,3520,35,2836,CA
56622,34590,2988729,PIVOTAL ACQUISITION CORP,PVT,,,9995,NY
56734,34560,3028613,ATIF HOLDINGS LTD,ATIF,2020,20,8742,CA
55742,34562,2550546,ORGANOGENESIS HOLDINGS INC,ORGO,3520,35,2836,MA
37938,138205,15581,ILLUMINA INC,ILMN,3520,35,3826,CA
56649,34566,2995650,HOTH THERAPEUTICS INC,HOTH,3520,35,2836,NY
56633,34578,2991420,GOSSAMER BIO INC,GOSS,3520,35,2836,CA
55675,34584,2516382,PHUNWARE INC,PHUN,4510,45,7370,TX
56647,34587,2992532,HARPOON THERAPEUTICS,HARP,3520,35,2836,CA
56654,34593,2995500,STEALTH BIOTHERA -ADR,MITO,3520,35,2836,
56658,34600,2994875,TCR2 THERAPEUTICS INC,TCRR,3520,35,2836,MA
56637,34601,2992544,RMG ACQUISITION CORP,RMG,,,9995,NY
56656,34613,3000661,SUPER LEAGUE ENTERPRISE INC,SLE,5020,50,7370,CA
56639,34615,3000660,ACAMAR PARTNERS ACQUISITION,ACAM,,,9995,FL
56632,34616,2990559,ALECTOR INC,ALEC,3520,35,2836,CA
56626,34618,2976832,1895 BANCORP OF WISCONSN INC,BCOW,4010,40,6035,WI
56139,34621,2795949,CBDMD INC,YCBD,3520,35,2834,NC
59094,34624,3489580,NEXGEL INC,NXGL,3510,35,3842,PA
56662,34636,3010375,FOX CORP,FOXA,5020,50,4833,NY
56653,34640,3002006,KALEIDO BIOSCIENCES INC,KLDO,3520,35,2836,MA
56642,34682,2994878,AVEDRO INC,AVDR.1,3510,35,2834,MA
56709,34702,3019723,POSITIVE PHYSICIANS HLDGS,PPHI,4030,40,6331,PA
37171,34709,22105,SEELOS THERAPEUTICS INC,SEEL,3520,35,2836,NY
56667,34746,3017437,CYCLERION THERAPEUTICS,CYCN,3520,35,2836,MA
58167,34749,3382115,COINBASE GLOBAL INC,COIN,4020,40,6099,DE
58723,34753,3444658,GENERATION INCOME PROPER INC,GIPR,6010,60,6798,FL
56619,34765,2992276,COVETRUS INC,CVET,3510,35,5912,ME
55743,34766,2542403,SCWORX CORP,WORX,3510,35,7370,NY
56657,34834,2997456,SOLITON INC,SOLY,3510,35,3845,TX
56679,34854,3005170,SHOCKWAVE MEDICAL INC,SWAV,3510,35,3845,CA
56673,34873,3015455,LYFT INC,LYFT,2030,20,4100,CA
56711,34882,3018058,SILK ROAD MEDICAL INC,SILK,3510,35,3845,CA
56683,34883,3014748,PRECISION BIOSCIENCES,DTIL,3520,35,2836,NC
56687,34919,3018035,TRADEWEB MARKETS INC,TW,4020,40,7370,NY
56827,34937,3076499,FIRST SEACOAST BANCORP INC,FSEA,4010,40,6035,NH
56834,34938,3052166,RICHMOND MUTUAL BANCO INC,RMBI,4010,40,6020,IN
56833,34939,3074721,PIONEER BANCORP INC,PBFS,4010,40,6036,NY
56230,34941,2764057,TARGET HOSPITALITY CORP,TH,2530,25,6510,TX
55458,34942,2344735,PDS BIOTECHNOLOGY CORP,PDSB,3520,35,2836,NJ
56696,34946,3018103,REPLAY ACQUISITION CORP,RPLA,,,9995,NY
56708,34953,3022340,PALOMAR HOLDINGS INC,PLMR,4030,40,6331,CA
56788,34954,3049380,CHANGE HEALTHCARE INC,CHNG,3510,35,7372,TN
56688,34955,3020645,PAGERDUTY INC,PD,4510,45,7370,CA
56666,34956,3018630,DIAMOND S SHIPPING INC,DSSI,1010,10,4412,CT
56770,35287,3044303,CHEWY INC,CHWY,2550,25,5961,FL
56693,35004,3022442,BRIGHAM MINERALS INC,MNRL,1010,10,1311,CO
56690,35005,3022441,ZOOM VIDEO COMUNICATIONS INC,ZM,4510,45,7370,CA
56712,35006,3022341,TURNING POINT THERAPE INC,TPTX,3520,35,2836,CA
56703,35009,3022450,GREENLANE HOLDINGS INC,GNLN,2550,25,5047,FL
56691,35013,3022454,PINTEREST INC,PINS,5020,50,7370,CA
56704,35014,3022451,HOOKIPA PHARMA INC,HOOK,3520,35,2836,NY
56702,35018,3019135,GUARDION HEALTH SCIENCS INC,GHSI,3030,30,2834,CA
56763,35030,3032146,POSTAL REALTY TRUST INC,PSTL,6010,60,6798,NY
56720,35035,3036188,KONTOOR BRANDS INC,KTB,2520,25,2300,NC
57657,35050,3314561,SCOPUS BIOPHARMA INC,SCPS,3520,35,2836,NY
56698,35053,3026056,WHOLE EARTH BRANDS INC,FREE,3020,30,2090,IL
56758,35054,3029459,TREVI THERAPEUTICS INC,TRVI,3520,35,2834,CT
56716,35055,3027959,SCIPLAY CORP,SCPL,5020,50,7372,NV
56757,35062,3028101,TRANSMEDICS GROUP INC,TMDX,3510,35,3845,MA
56721,35065,3033152,AVANTOR INC,AVTR,3520,35,3826,PA
56719,35077,3030432,UBER TECHNOLOGIES INC,UBER,2030,20,4100,CA
56751,35078,3028108,RED RIVER BANCSHARES INC,RRBI,4010,40,6020,LA
56735,35089,3030080,AXCELLA HEALTH INC,AXLA,3520,35,2836,MA
56748,35090,3030027,NEXTCURE INC,NXTC,3520,35,2836,MD
56733,35091,3031636,APPLIED THERAPEUTICS INC,APLT,3520,35,2836,NY
56762,35099,3030033,MAYVILLE ENGNERING CMPNY INC,MEC,2010,20,3460,WI
56747,35100,3030076,MILESTONE PHARMACEUTICLS INC,MIST,3520,35,2836,QC
56754,35101,3029995,SOUTH PLAINS FINANCIAL INC,SPFI,4010,40,6020,TX
56737,35102,3030069,QUINCE THERAPEUTICS INC,QNCX,3520,35,2836,CA
56753,35104,3030364,SONIM TECHNOLOGIES INC,SONM,4520,45,3663,TX
56722,35120,3033121,FASTLY INC,FSLY,4510,45,7370,CA
58683,35121,3441849,SEQLL INC,SQL,3520,35,2836,MA
56745,35122,3029951,LANDCADIA HOLDINGS II INC,LCA.3,,,9995,TX
56773,35133,3046780,SLACK TECHNOLOGIES INC,WORK,4510,45,7370,CA
56743,35136,3035624,IDEAYA BIOSCIENCES INC,IDYA,3520,35,2836,CA
58285,35152,3393243,DIGITAL BRANDS GRP INC,DBGI,2550,25,5961,TX
57432,35154,3282369,CODIAK BIOSCIENCES IN,CDAKQ,3520,35,2836,MA
56718,35158,3029515,PARSONS CORP,PSN,2010,20,7370,VA
56723,35168,3039776,CORTEVA INC,CTVA,1510,15,100,IN
56769,35182,3043182,CROWDSTRIKE HOLDINGS INC,CRWD,4510,45,7370,TX
56796,35210,3043280,ATERIAN INC,ATER,2520,25,3634,NY
58181,35245,3388387,ENDEAVOR GROUP HOLDINGS,EDR,5020,50,7900,CA
56798,35254,3046623,PERSONALIS INC,PSNL,3520,35,2835,CA
56801,35255,3046073,STOKE THERAPEUTICS INC,STOK,3520,35,2836,MA
56787,35264,3049814,BRIDGEBIO PHARMA INC,BBIO,3520,35,2836,CA
56797,35266,3046541,PREVAIL THERAPEUTICS INC,PRVL,3520,35,2836,NY
56789,35267,3046564,AKERO THERAPEUTICS INC,AKRO,3520,35,2836,CA
56791,35270,3046594,ATRECA INC,BCEL,3520,35,2836,CA
56786,35279,3049405,ADAPTIVE BIOTECH CORP,ADPT,3520,35,2835,WA
56795,35280,3049315,MORPHIC HOLDING INC,MORF,3520,35,2836,MA
56799,35288,3049886,REALREAL INC (THE),REAL,2550,25,7370,CA
56800,35289,3047096,SOUTH MOUNTAIN MERGER CORP,SMMC,,,9995,NY
56794,35290,3049858,KARUNA THERPEUTICS INC,KRTX,3520,35,2834,MA
56869,35305,3073441,VERICITY INC,VERY,4030,40,6311,IL
57244,35306,3251592,INHIBRX INC,INBX,3520,35,2836,CA
44887,35320,95082,ONCTERNAL THERAPEUTICS INC,ONCT,3520,35,2836,CA
55489,35321,1649971,EDESA BIOTECH INC,EDSA,3520,35,2836,ON
17907,35327,3050057,SKILLSOFT CORP,SKIL,2020,20,8742,NH
56778,35327,3050057,SKILLSOFT CORP,SKIL,2020,20,8742,NH
56835,35329,3065411,TUSCAN HLDINGS CORP II,THCA,,,9995,NY
58483,35345,3415660,RECRUITER.COM GROUP INC,RCRT,2020,20,7370,NY
56234,35354,2768781,AKERNA CORP,KERN,4510,45,7370,CO
56975,35358,3123307,LMP AUTOMOTIVE HOLDINGS INC,LMPX,2550,25,5500,FL
55534,35367,2419975,ISUN INC,ISUN,2010,20,1700,VT
56792,35373,3049289,CAMBIUM NETWORKS CORP,CMBM,4520,45,3663,IL
56803,35374,3059013,MEDALLIA INC,MDLA,4510,45,7370,CA
56831,35375,3058408,MIRUM PHARMACEUTICALS INC,MIRM,3520,35,2836,CA
56828,35376,3058382,FULCRUM THERAPEUTICS INC,FULC,3520,35,2836,MA
56809,35377,3058485,PHREESIA INC,PHR,3510,35,7370,NC
56804,35391,3061398,HEALTH CATALYST INC,HCAT,3510,35,7370,UT
56805,35394,3061482,LIVONGO HEALTH INC,LVGO,3510,35,3845,CA
56814,35395,3061508,SUNNOVA ENRGY INTL INC,NOVA,5510,55,4991,TX
56824,35396,3061358,CASTLE BIOSCIENCES INC,CSTL,3510,35,8071,TX
56864,35398,3358240,ORISUN ACQUSITION CORP,ORSN,,,9995,NY
56939,35403,3105892,CNS PHARMACEUTICALS INC,CNSP,3520,35,2834,TX
56811,35404,3061523,PROSIGHT GLOBAL INC,PROS,4030,40,6331,NJ
56983,35416,3154166,ANNOVIS BIO INC,ANVS,3520,35,2836,PA
57629,35422,3317877,INTELLIGENT BIO SOLUTION INC,INBS,3510,35,2835,NY
56863,35423,3064300,KURA SUSHI USA INC,KRUS,2530,25,5812,CA
56919,35429,3101604,RAPT THERAPEUTICS INC,RAPT,3520,35,2836,CA
56857,35447,3064363,DYNATRACE INC,DT,4510,45,7370,MA
57029,35451,3159558,ONEWATER MARINE INC,ONEW,2550,25,5500,GA
56860,35455,3069065,CROSSFIRST BANKSHARES INC,CFB,4010,40,6020,KS
56892,35471,3086882,OPORTUN FINANCIAL CORP,OPRT,4020,40,6141,CA
56009,35472,1007328,EMMAUS LIFE SCIENCES INC,EMMA,3520,35,2834,CA
55169,35477,2211857,SALARIUS PHARMACEUTICALS INC,SLRX,3520,35,2836,TX
56400,35481,1146485,HIREQUEST INC,HQI,2020,20,7363,SC
56400,35481,2824594,HIREQUEST INC,HQI,2020,20,7363,SC
56040,35490,2691304,CUSTOM TRUCK ONE SOURCE INC,CTOS,2010,20,7359,MO
56875,35497,3082795,ENVISTA HOLDINGS CORP,NVST,3510,35,3843,CA
16473,35530,3388651,STABILIS SOLUTIONS INC,SLNG,1010,10,1311,TX
57989,35541,3347026,URBAN-GRO INC,UGRO,2010,20,3523,CO
14905,35543,20738,OPTION CARE HEALTH INC,OPCH,3510,35,8090,IL
56090,35552,2712781,ALLIED GAMING & ENTERTAI INC,AGAE,2530,25,7900,CA
56968,35583,3147646,MEDIACO HOLDING INC,MDIA,5020,50,4832,NY
56894,35600,3080850,SPRINGWORKS THERAPEUTICS INC,SWTX,3520,35,2836,CT
56893,35601,3080874,SATSUMA PHARMACEUTICALS INC,STSA,3520,35,2834,CA
56872,35602,3080207,SMILEDIRECTCLUB INC,SDCCQ,3510,35,3843,TN
56874,35604,3080936,CLOUDFLARE INC,NET,4510,45,7370,CA
56922,35611,3099943,TFF PHARMACEUTICALS INC,TFFP,3520,35,2834,TX
56879,35614,3083609,CERENCE INC,CRNC,4510,45,7372,MA
56877,35617,3083612,PING IDENTITY HOLDING CORP,PING,4510,45,7370,CO
56876,35620,3083511,DATADOG INC,DDOG,4510,45,7370,NY
56886,35627,3086794,PELOTON INTERACTIVE INC,PTON,2520,25,3949,NY
56923,35630,3089461,VIELA BIO INC,VIE,3520,35,2836,MD
12005,35632,32614,FRESH TRACKS THERAPEUTIC INC,FRTX,3520,35,2834,CO
56972,35908,3129105,HEALTHCARE MERGER CORP,HCCO,,,9995,NY
56924,35638,3092905,VIR BIOTECHNOLOGY INC,VIR,3520,35,2836,CA
56890,35639,3082859,IGM BIOSCIENCES INC,IGMS,3520,35,2836,CA
56873,35640,3080803,10X GENOMICS INC,TXG,3520,35,2835,CA
56878,35642,3088986,PENNANT GROUP INC (THE),PNTG,3510,35,8050,ID
56998,35646,3147481,BOGOTA FINANCIAL CORP,BSBK,4010,40,6036,NJ
56910,35647,3089499,FREQUENCY THERAPEUTICS INC,FREQ,3520,35,2836,MA
56905,35648,3089357,APREA THERAPEUTICS INC,APRE,3520,35,2836,MA
56978,35664,3133379,MONOPAR THERAPEUTICS INC,MNPR,3520,35,2836,IL
58209,35674,3382588,KARAT PACKAGING INC,KRT,2010,20,5110,CA
56896,35684,3095969,BELLRING BRANDS INC,BRBR,3030,30,2000,MO
59201,35684,3095969,BELLRING BRANDS INC,BRBR,3030,30,2000,MO
56897,35708,3099879,PROGYNY INC,PGNY,3510,35,8090,NY
55148,35712,2173149,OCUGEN INC,OCGN,3520,35,2836,PA
57019,35714,3158342,BEAM THERAPEUTICS INC,BEAM,3520,35,2836,MA
56908,35727,3099964,CABALETTA BIO INC,CABA,3520,35,2836,PA
56917,35728,3099818,PHATHOM PHARMA INC,PHAT,3520,35,2836,NJ
57626,35729,3312119,4D MOLECULAR THER INC,FDMT,3520,35,2836,CA
56916,35747,3101632,OYSTER POINT PHARM INC,OYST,3520,35,2836,NJ
56912,35759,3093021,HBT FINANCIAL INC,HBT,4010,40,6020,IL
56950,35761,3104297,LEAFLY HOLDINGS INC,LFLY,5020,50,7370,WA
56947,35768,3105014,GALERA THERAPEUTICS INC,GRTX,3520,35,2836,PA
56944,35776,3107241,89BIO INC,ETNB,3520,35,2836,CA
56957,35779,3106066,TELA BIO INC,TELA,3510,35,3841,PA
56990,35781,3144821,VELOCITY FINANCIAL INC,VEL,4010,40,6162,CA
56930,35783,3107107,JUNIPER INDUSTRIAL HLD,JIH,,,9995,NJ
59343,35789,3552099,NEOVOLTA INC,NEOV,2010,20,3690,CA
56927,35793,3114655,ALPINE INCOME PROPERTY TRUST,PINE,6010,60,6798,FL
56955,35794,3113441,SITIME CORP,SITM,4530,45,3674,CA
56926,35796,3117111,BAUDAX BIO INC,BXRX,3520,35,2836,PA
56082,35808,2706117,VIRGIN GALACTIC HOLDINGS INC,SPCE,2010,20,4700,CA
56455,35810,2890964,GREENLAND TECH HOLDING CORP,GTEC,2010,20,3569,NJ
59270,35824,3523130,NUTEX HEALTH INC,NUTX,3510,35,8060,TX
56938,35829,3115401,CHP MERGER CORP,CHPM,,,9995,NJ
56097,35850,2714617,VENUS CONCEPT INC,VERO,3510,35,3845,ON
56269,35852,2778711,ADAPTHEALTH CORP,AHCO,3510,35,5047,PA
56925,35867,2817023,BROADMARK REALTY CAPITAL INC,BRMK,4020,40,6798,WA
56959,35868,3128176,BILL HOLDINGS INC,BILL,4510,45,7370,CA
56994,35874,3154987,REYNOLDS CONSUMER PRODUCTS,REYN,3030,30,2673,IL
56980,35922,3128995,SPROUT SOCIAL INC,SPT,4510,45,7370,IL
59311,35948,3539981,CONNEXA SPORTS TECHNOLOG INC,CNXA,2520,25,3949,MD
59367,35957,3395198,TRIPLE FLAG PRECIOUS METALS,TFPM,1510,15,1040,ON
57108,35958,3208232,ADITXT INC,ADTX,3520,35,2834,VA
57025,35967,3163780,SADOT GROUP INC,SDOT,2530,25,5812,TX
57034,35978,3186318,ARCONIC CORP,ARNC,1510,15,3350,PA
56742,35982,3031034,IMMUNOVANT INC,IMVT,3520,35,2836,NY
13783,36003,1742856,OBLONG INC,OBLG,4510,45,7370,CO
57565,36005,3302616,ALSET INC,AEI,6010,60,6552,MD
56991,36006,3150831,SCVX CORP,SCVX,,,9995,DC
55671,36014,2502391,NEUROBO PHARMACEUTICALS INC,NRBO,3520,35,2836,MA
57024,36016,3162020,GREENROSE HLDG CO INC (THE),GNRS,,,2833,NY
56993,36025,3155086,1LIFE HEALTHCARE INC,ONEM,3510,35,8011,CA
56997,36028,3155033,ARCUTIS BIOTHERAPEUTICS INC,ARQT,3520,35,2834,CA
57209,36037,3259260,AMERICAN STRATEGIC INVEST CO,NYC,6010,60,6798,NY
55083,36044,2159001,PROTARA THERAPEUTICS INC,TARA,3520,35,2836,NY
14304,36049,3158781,PPD INC,PPD,3520,35,8731,NC
57010,36050,3158481,CASPER SLEEP INC,CSPR,2520,25,2510,NY
57007,36051,3158558,SCHRODINGER INC,SDGR,3510,35,7372,NY
56992,36052,3154242,BLACK DIAMOND THERAPEUTICS,BDTX,3520,35,2836,MA
57015,36053,3159645,NEXPOINT REAL EST FIN,NREF,4020,40,6798,TX
57008,36083,3162710,REVOLUTION MEDICINES INC,RVMD,3520,35,2836,CA
57172,36084,3242293,FATHOM HOLDINGS INC,FTHM,6010,60,6531,NC
57911,36089,3350170,AUDDIA INC,AUUD,4510,45,7370,CO
57017,36094,3162000,QUANERGY SYSTEMS INC,QNGYQ,4520,45,3812,CA
57020,36133,2066815,CRESCENT CAPITAL BDC INC,CCAP,4020,40,6797,CA
57030,36140,3172775,PASSAGE BIO INC,PASG,3520,35,2836,PA
56432,36175,2825901,VERTIV HOLDINGS CO,VRT,2010,20,3679,OH
57037,36190,3186495,OTIS WORLDWIDE CORP,OTIS,2010,20,3530,CT
57036,36191,3186282,CARRIER GLOBAL CORP,CARR,2010,20,3585,FL
57095,36193,3200809,AZEK COMPANY INC (THE),AZEK,2010,20,2430,IL
57315,36203,3279756,VONTIER CORP,VNT,4520,45,3824,NC
57052,36204,3180668,ENLIVEN THERAPEUTICS INC,ELVN,3520,35,2834,MA
57053,36205,3302147,LIFESCI ACQUISITION CORP,LSAC.1,,,9995,NY
56692,36206,3020203,ALTA EQUIPMENT GROUP INC,ALTG,2010,20,5080,MI
58929,36213,3472164,BLUE STAR FOODS CORP,BSFC,3020,30,2090,FL
59400,36220,3565407,LINKBANCORP INC -OLD,LNKB.1,4010,40,6020,PA
57071,36234,3195106,SELECTQUOTE INC,SLQT,4030,40,6411,KS
58525,36235,3419382,MOVING IMAGE TECHNOLOGIS INC,MITQ,5020,50,3861,CA
57072,36236,3195377,INARI MEDICAL INC,NARI,3510,35,3841,CA
57051,36237,3180679,ONCOLOGY INSTITUTE INC (THE),TOI,3510,35,8011,CA
57449,36260,3275700,PULMONX CORP,LUNG,3510,35,3841,CA
57136,36263,3208656,ACCOLADE INC,ACCD,3510,35,8090,PA
57068,36264,3190263,ORIC PHARMACEUTICALS,ORIC,3520,35,2836,CA
58267,36273,3395233,PROCORE TECHNOLGY INC,PCOR,4510,45,7370,CA
58211,36288,1746054,MIND MEDICINE MINDMED INC,MNMD,3520,35,2834,NY
56558,36293,2926001,GRID DYNAMICS HOLDGS INC,GDYN,4510,45,7370,CA
57070,36301,3186523,ZENTALIS PHARMACEUTICALS INC,ZNTL,3520,35,2836,NY
57083,36302,645195,AYALA PHARMACEUTIC INC,ADXS,3520,35,2836,
57083,36302,1996272,AYALA PHARMACEUTIC INC,ADXS,3520,35,2836,
57056,36309,3188682,SPHERE ENTERTAINMENT CO,SPHR,5020,50,7900,NY
53935,36333,1733549,LUMOS PHARMA INC,LUMO,3520,35,2836,TX
59124,36335,3473387,CISO GLOBAL INC,CISO,4510,45,7373,AZ
57238,36349,3257198,HARBOR CUSTOM DEV INC,HCDI,2520,25,1531,WA
54115,36356,1827402,SONNET BIOTHERAPEUTICS HOLD,SONN,3520,35,2836,NJ
57723,36357,3335845,CROWN ELECTROKINETICS CORP,CRKN,1510,15,2821,OR
57149,36399,3242291,POLISHED.COM INC,POL,2550,25,5960,NY
56738,36404,3030997,DRAFTKINGS INC,DKNG,2530,25,7990,MA
57076,36463,3196593,ALIGHT INC,ALIT,2020,20,7374,IL
58517,36463,3196593,ALIGHT INC,ALIT,2020,20,7374,IL
57446,36465,3283883,KIROMIC BIOPHARMA INC,KRBP,3520,35,2836,TX
54477,36525,1967814,HISTOGEN INC,HSTO,3520,35,2836,CA
57130,36473,3200649,AVIDITY BIOSCIENCE INC,RNA,3520,35,2836,CA
58930,36481,3476170,BT BRANDS INC,BTBD,2530,25,5812,ND
57373,36500,3278308,PRESIDIO PROPERTY TRUST INC,SQFT,6010,60,6798,CA
55323,36506,2300624,TIMBER PHARMACEUTICALS INC,TMBR,3520,35,2834,NJ
57663,36530,3314750,VIRIOS THERAPEUTIC INC,VIRI,3520,35,2836,GA
46446,36535,780519,AYRO INC,AYRO,2510,25,3711,TX
54904,36536,2077814,LARIMAR THERAPEUTICS INC,LRMR,3520,35,2836,PA
55976,36550,2673390,ACCEL ENTERTAINMENT INC,ACEL,2530,25,7990,IL
57346,36558,3272653,GREENWICH LIFESCIE INC,GLSI,3520,35,2836,TX
56382,36565,2817587,NIKOLA CORP,NKLA,2010,20,3711,AZ
56235,36598,2759067,OPEN LENDING CORP,LPRO,4020,40,7372,TX
57119,36599,3200702,GENERATION BIO CO,GBIO,3520,35,2836,MA
57126,36600,3200750,VAXCYTE INC,PCVX,3520,35,2836,CA
55921,36609,2646697,FORTE BIOSCIENCES INC,FBRX,3520,35,2836,TX
57101,36613,3202773,FS KKR CAPITAL CORP II,FSKR,4020,40,6797,PA
57445,36632,3292925,SAFETY SHOT INC,SHOT,3030,30,2844,FL
57369,36633,3284842,EASTERN BANKSHARES INC,EBC,4010,40,6020,MA
57139,36635,3234736,GOHEALTH INC,GOCO,4030,40,6411,IL
59300,36649,3532419,SOBR SAFE INC,SOBR,4520,45,3829,CO
57141,36660,3235952,PHENOMEX INC,CELL,3520,35,2836,CA
57147,36678,3209325,GELESIS HOLDINGS INC,GLSHQ,3520,35,9995,MA
57176,36679,3239382,ITEOS THERAPEUTICS INC,ITOS,3520,35,2836,MA
11901,36691,3230062,IAC INC,IAC,5020,50,7370,NY
56232,36701,2769515,HALL OF FAME RESORT & ENT CO,HOFV,2530,25,7900,OH
57164,36704,3236154,ALX ONCOLOGY HOLDI INC,ALXO,3520,35,2836,CA
57180,36711,3234154,NCINO INC,NCNO,4510,45,7370,NC
57202,36713,3298486,DMY TECHNOLOGY INC II,DMYD,,,9995,NV
57163,36716,3240687,TEMPO AUTOMATION HOLDING INC,TMPO,,,3672,CA
57142,36717,3238210,JAMF HOLDING CORP,JAMF,4510,45,7370,MN
57152,36718,3238612,MONTROSE ENV GROUP INC,MEG,2020,20,8734,AR
57206,36719,3244418,GO ACQUISITION CORP,GOAC,,,9995,NY
57194,36722,3245156,ROCKET COS INC,RKT,4010,40,6162,MI
57182,36767,3239319,NURIX THERAPEUTICS INC,NRIX,3520,35,2836,CA
57161,36726,3242269,VITAL FARMS INC,VITL,3020,30,2015,TX
57212,36728,3245195,OAK STREET HEALTH INC,OSH,3510,35,8000,IL
57171,36732,3242276,E MERGE TECHN ACQ CORP,ETAC,,,9995,CA
